id,generic_type,specific_type,class
dbpedia_13410,dbo:Location,dbo:Place,1
dbpedia_13410,dbo:Location,dbo:CelestialBody,0
dbpedia_13410,dbo:Location,dbo:Location,1
dbpedia_13410,dbo:Location,dbo:Flag,0
dbpedia_21094,dbo:Location,dbo:City,1
dbpedia_21094,dbo:Location,dbo:HistoricalSettlement,0
dbpedia_21094,dbo:Location,dbo:Settlement,1
dbpedia_21094,dbo:Location,dbo:Department,0
dbpedia_21094,dbo:Location,dbo:PopulatedPlace,1
dbpedia_21094,dbo:Location,dbo:SkiResort,0
dbpedia_21094,dbo:Location,dbo:Place,1
dbpedia_21094,dbo:Location,dbo:CelestialBody,0
dbpedia_21094,dbo:Location,dbo:Location,1
dbpedia_21094,dbo:Location,dbo:AnatomicalStructure,0
dbpedia_3107,dbo:Location,dbo:Country,1
dbpedia_3107,dbo:Location,dbo:Department,0
dbpedia_3107,dbo:Location,dbo:State,1
dbpedia_3107,dbo:Location,dbo:Street,0
dbpedia_3107,dbo:Location,dbo:PopulatedPlace,1
dbpedia_3107,dbo:Location,dbo:SkiResort,0
dbpedia_3107,dbo:Location,dbo:Place,1
dbpedia_3107,dbo:Location,dbo:CelestialBody,0
dbpedia_3107,dbo:Location,dbo:Location,1
dbpedia_3107,dbo:Location,dbo:PoliticalParty,0
dbpedia_12175,dbo:Agent,dbo:Person,1
dbpedia_12175,dbo:Agent,dbo:Family,0
dbpedia_12175,dbo:Agent,dbo:Agent,1
dbpedia_12175,dbo:Agent,dbo:Device,0
dbpedia_18948,dbo:Agent,dbo:TelevisionStation,1
dbpedia_18948,dbo:Agent,dbo:TelevisionStation,0
dbpedia_18948,dbo:Agent,dbo:BroadcastNetwork,1
dbpedia_18948,dbo:Agent,dbo:BroadcastNetwork,0
dbpedia_18948,dbo:Agent,dbo:Broadcaster,1
dbpedia_18948,dbo:Agent,dbo:PoliticalParty,0
dbpedia_18948,dbo:Agent,dbo:Organisation,1
dbpedia_18948,dbo:Agent,dbo:Family,0
dbpedia_18948,dbo:Agent,dbo:Agent,1
dbpedia_18948,dbo:Agent,dbo:AnatomicalStructure,0
dbpedia_5612,dbo:Agent,dbo:Person,1
dbpedia_5612,dbo:Agent,dbo:Family,0
dbpedia_5612,dbo:Agent,dbo:Agent,1
dbpedia_5612,dbo:Agent,dbo:Work,0
dbpedia_4484,dbo:Agent,dbo:Organisation,1
dbpedia_4484,dbo:Agent,dbo:Family,0
dbpedia_4484,dbo:Agent,dbo:Agent,1
dbpedia_4484,dbo:Agent,dbo:TopicalConcept,0
dbpedia_23368,dbo:Location,dbo:AdministrativeRegion,1
dbpedia_23368,dbo:Location,dbo:AdministrativeRegion,0
dbpedia_23368,dbo:Location,dbo:Region,1
dbpedia_23368,dbo:Location,dbo:Department,0
dbpedia_23368,dbo:Location,dbo:Settlement,1
dbpedia_23368,dbo:Location,dbo:Street,0
dbpedia_23368,dbo:Location,dbo:PopulatedPlace,1
dbpedia_23368,dbo:Location,dbo:SkiResort,0
dbpedia_23368,dbo:Location,dbo:Place,1
dbpedia_23368,dbo:Location,dbo:CelestialBody,0
dbpedia_23368,dbo:Location,dbo:Location,1
dbpedia_23368,dbo:Location,dbo:Name,0
dbpedia_15129,dbo:Agent,dbo:Person,1
dbpedia_15129,dbo:Agent,dbo:Family,0
dbpedia_15129,dbo:Agent,dbo:Agent,1
dbpedia_15129,dbo:Agent,dbo:UnitOfWork,0
dbpedia_3517,dbo:Agent,dbo:Person,1
dbpedia_3517,dbo:Agent,dbo:Family,0
dbpedia_3517,dbo:Agent,dbo:Agent,1
dbpedia_3517,dbo:Agent,dbo:Flag,0
dbpedia_7907,dbo:Work,dbo:Work,1
dbpedia_7907,dbo:Work,dbo:Name,0
dbpedia_22559,dbo:Agent,dbo:Person,1
dbpedia_22559,dbo:Agent,dbo:Family,0
dbpedia_22559,dbo:Agent,dbo:Agent,1
dbpedia_22559,dbo:Agent,dbo:Food,0
dbpedia_7590,dbo:Agent,dbo:Person,1
dbpedia_7590,dbo:Agent,dbo:Family,0
dbpedia_7590,dbo:Agent,dbo:Agent,1
dbpedia_7590,dbo:Agent,dbo:Activity,0
dbpedia_409,dbo:Name,dbo:Name,1
dbpedia_409,dbo:Name,dbo:Work,0
dbpedia_14982,dbo:Agent,dbo:Person,1
dbpedia_14982,dbo:Agent,dbo:Family,0
dbpedia_14982,dbo:Agent,dbo:Agent,1
dbpedia_14982,dbo:Agent,dbo:OfficeHolder,0
dbpedia_11368,dbo:Agent,dbo:Person,1
dbpedia_11368,dbo:Agent,dbo:Family,0
dbpedia_11368,dbo:Agent,dbo:Agent,1
dbpedia_11368,dbo:Agent,dbo:MountainRange,0
dbpedia_5674,dbo:Location,dbo:River,1
dbpedia_5674,dbo:Location,dbo:River,0
dbpedia_5674,dbo:Location,dbo:Stream,1
dbpedia_5674,dbo:Location,dbo:Lake,0
dbpedia_5674,dbo:Location,dbo:BodyOfWater,1
dbpedia_5674,dbo:Location,dbo:Crater,0
dbpedia_5674,dbo:Location,dbo:NaturalPlace,1
dbpedia_5674,dbo:Location,dbo:SkiResort,0
dbpedia_5674,dbo:Location,dbo:Place,1
dbpedia_5674,dbo:Location,dbo:CelestialBody,0
dbpedia_5674,dbo:Location,dbo:Location,1
dbpedia_5674,dbo:Location,dbo:Country,0
dbpedia_10131,dbo:Work,dbo:Software,1
dbpedia_10131,dbo:Work,dbo:Website,0
dbpedia_10131,dbo:Work,dbo:Work,1
dbpedia_10131,dbo:Work,dbo:Location,0
dbpedia_8889,dbo:Location,dbo:City,1
dbpedia_8889,dbo:Location,dbo:HistoricalSettlement,0
dbpedia_8889,dbo:Location,dbo:Settlement,1
dbpedia_8889,dbo:Location,dbo:Department,0
dbpedia_8889,dbo:Location,dbo:PopulatedPlace,1
dbpedia_8889,dbo:Location,dbo:SkiResort,0
dbpedia_8889,dbo:Location,dbo:Place,1
dbpedia_8889,dbo:Location,dbo:CelestialBody,0
dbpedia_8889,dbo:Location,dbo:Location,1
dbpedia_8889,dbo:Location,dbo:EthnicGroup,0
dbpedia_4968,dbo:AnatomicalStructure,dbo:Artery,1
dbpedia_4968,dbo:AnatomicalStructure,dbo:Lymph,0
dbpedia_4968,dbo:AnatomicalStructure,dbo:AnatomicalStructure,1
dbpedia_4968,dbo:AnatomicalStructure,dbo:Disease,0
dbpedia_13893,dbo:Location,dbo:Country,1
dbpedia_13893,dbo:Location,dbo:Department,0
dbpedia_13893,dbo:Location,dbo:State,1
dbpedia_13893,dbo:Location,dbo:Street,0
dbpedia_13893,dbo:Location,dbo:PopulatedPlace,1
dbpedia_13893,dbo:Location,dbo:SkiResort,0
dbpedia_13893,dbo:Location,dbo:Place,1
dbpedia_13893,dbo:Location,dbo:CelestialBody,0
dbpedia_13893,dbo:Location,dbo:Location,1
dbpedia_13893,dbo:Location,dbo:Agent,0
dbpedia_3516,dbo:Location,dbo:City,1
dbpedia_3516,dbo:Location,dbo:HistoricalSettlement,0
dbpedia_3516,dbo:Location,dbo:Settlement,1
dbpedia_3516,dbo:Location,dbo:Department,0
dbpedia_3516,dbo:Location,dbo:PopulatedPlace,1
dbpedia_3516,dbo:Location,dbo:SkiResort,0
dbpedia_3516,dbo:Location,dbo:Place,1
dbpedia_3516,dbo:Location,dbo:CelestialBody,0
dbpedia_3516,dbo:Location,dbo:Location,1
dbpedia_3516,dbo:Location,dbo:EthnicGroup,0
dbpedia_4604,dbo:Location,dbo:Country,1
dbpedia_4604,dbo:Location,dbo:Department,0
dbpedia_4604,dbo:Location,dbo:State,1
dbpedia_4604,dbo:Location,dbo:Street,0
dbpedia_4604,dbo:Location,dbo:PopulatedPlace,1
dbpedia_4604,dbo:Location,dbo:SkiResort,0
dbpedia_4604,dbo:Location,dbo:Place,1
dbpedia_4604,dbo:Location,dbo:CelestialBody,0
dbpedia_4604,dbo:Location,dbo:Location,1
dbpedia_4604,dbo:Location,dbo:Museum,0
dbpedia_1690,dbo:Work,dbo:Manga,1
dbpedia_1690,dbo:Work,dbo:AcademicJournal,0
dbpedia_1690,dbo:Work,dbo:Comic,1
dbpedia_1690,dbo:Work,dbo:Play,0
dbpedia_1690,dbo:Work,dbo:WrittenWork,1
dbpedia_1690,dbo:Work,dbo:Website,0
dbpedia_1690,dbo:Work,dbo:Work,1
dbpedia_1690,dbo:Work,dbo:MusicalArtist,0
dbpedia_6084,dbo:Agent,dbo:Person,1
dbpedia_6084,dbo:Agent,dbo:Family,0
dbpedia_6084,dbo:Agent,dbo:Agent,1
dbpedia_6084,dbo:Agent,dbo:Currency,0
dbpedia_5373,dbo:Agent,dbo:Person,1
dbpedia_5373,dbo:Agent,dbo:Family,0
dbpedia_5373,dbo:Agent,dbo:Agent,1
dbpedia_5373,dbo:Agent,dbo:PoliticalParty,0
dbpedia_14369,dbo:TopicalConcept,dbo:Taxon,1
dbpedia_14369,dbo:TopicalConcept,dbo:Type,0
dbpedia_14369,dbo:TopicalConcept,dbo:TopicalConcept,1
dbpedia_14369,dbo:TopicalConcept,dbo:Location,0
dbpedia_9078,dbo:Agent,dbo:Person,1
dbpedia_9078,dbo:Agent,dbo:Family,0
dbpedia_9078,dbo:Agent,dbo:Agent,1
dbpedia_9078,dbo:Agent,dbo:Country,0
dbpedia_12892,dbo:Media,dbo:Media,1
dbpedia_12892,dbo:Media,dbo:Disease,0
dbpedia_15685,dbo:Award,dbo:Award,1
dbpedia_15685,dbo:Award,dbo:Person,0
dbpedia_9528,dbo:Agent,dbo:Organisation,1
dbpedia_9528,dbo:Agent,dbo:Family,0
dbpedia_9528,dbo:Agent,dbo:Agent,1
dbpedia_9528,dbo:Agent,dbo:Event,0
dbpedia_10277,dbo:Agent,dbo:Person,1
dbpedia_10277,dbo:Agent,dbo:Family,0
dbpedia_10277,dbo:Agent,dbo:Agent,1
dbpedia_10277,dbo:Agent,dbo:Award,0
dbpedia_10429,dbo:Agent,dbo:Person,1
dbpedia_10429,dbo:Agent,dbo:Family,0
dbpedia_10429,dbo:Agent,dbo:Agent,1
dbpedia_10429,dbo:Agent,dbo:Disease,0
dbpedia_7810,dbo:Agent,dbo:Person,1
dbpedia_7810,dbo:Agent,dbo:Family,0
dbpedia_7810,dbo:Agent,dbo:Agent,1
dbpedia_7810,dbo:Agent,dbo:BaseballTeam,0
dbpedia_3218,dbo:Work,dbo:Work,1
dbpedia_3218,dbo:Work,dbo:Food,0
dbpedia_2860,dbo:Agent,dbo:Organisation,1
dbpedia_2860,dbo:Agent,dbo:Family,0
dbpedia_2860,dbo:Agent,dbo:Agent,1
dbpedia_2860,dbo:Agent,dbo:RecordLabel,0
dbpedia_19179,dbo:Currency,dbo:Currency,1
dbpedia_19179,dbo:Currency,dbo:EthnicGroup,0
dbpedia_20409,dbo:Location,dbo:Settlement,1
dbpedia_20409,dbo:Location,dbo:Department,0
dbpedia_20409,dbo:Location,dbo:PopulatedPlace,1
dbpedia_20409,dbo:Location,dbo:SkiResort,0
dbpedia_20409,dbo:Location,dbo:Place,1
dbpedia_20409,dbo:Location,dbo:CelestialBody,0
dbpedia_20409,dbo:Location,dbo:Location,1
dbpedia_20409,dbo:Location,dbo:Award,0
dbpedia_17510,dbo:TopicalConcept,dbo:Taxon,1
dbpedia_17510,dbo:TopicalConcept,dbo:Type,0
dbpedia_17510,dbo:TopicalConcept,dbo:TopicalConcept,1
dbpedia_17510,dbo:TopicalConcept,dbo:Media,0
dbpedia_15277,dbo:Agent,dbo:Organisation,1
dbpedia_15277,dbo:Agent,dbo:Family,0
dbpedia_15277,dbo:Agent,dbo:Agent,1
dbpedia_15277,dbo:Agent,dbo:TimePeriod,0
dbpedia_19058,dbo:Agent,dbo:HockeyTeam,1
dbpedia_19058,dbo:Agent,dbo:BaseballTeam,0
dbpedia_19058,dbo:Agent,dbo:SportsTeam,1
dbpedia_19058,dbo:Agent,dbo:PoliticalParty,0
dbpedia_19058,dbo:Agent,dbo:Organisation,1
dbpedia_19058,dbo:Agent,dbo:Family,0
dbpedia_19058,dbo:Agent,dbo:Agent,1
dbpedia_19058,dbo:Agent,dbo:PublicService,0
dbpedia_15603,dbo:ChemicalSubstance,dbo:ChemicalCompound,1
dbpedia_15603,dbo:ChemicalSubstance,dbo:Mineral,0
dbpedia_15603,dbo:ChemicalSubstance,dbo:ChemicalSubstance,1
dbpedia_15603,dbo:ChemicalSubstance,dbo:Media,0
dbpedia_20269,dbo:Country,dbo:Country,1
dbpedia_20269,dbo:Country,dbo:UnitOfWork,0
dbpedia_9964,dbo:Work,dbo:VideoGame,1
dbpedia_9964,dbo:Work,dbo:VideoGame,0
dbpedia_9964,dbo:Work,dbo:Software,1
dbpedia_9964,dbo:Work,dbo:Website,0
dbpedia_9964,dbo:Work,dbo:Work,1
dbpedia_9964,dbo:Work,dbo:HorseRace,0
dbpedia_7346,dbo:Agent,dbo:Person,1
dbpedia_7346,dbo:Agent,dbo:Family,0
dbpedia_7346,dbo:Agent,dbo:Agent,1
dbpedia_7346,dbo:Agent,dbo:River,0
dbpedia_17323,dbo:TopicalConcept,dbo:MusicGenre,1
dbpedia_17323,dbo:TopicalConcept,dbo:MovieGenre,0
dbpedia_17323,dbo:TopicalConcept,dbo:Genre,1
dbpedia_17323,dbo:TopicalConcept,dbo:Type,0
dbpedia_17323,dbo:TopicalConcept,dbo:TopicalConcept,1
dbpedia_17323,dbo:TopicalConcept,dbo:Event,0
dbpedia_22150,dbo:Agent,dbo:University,1
dbpedia_22150,dbo:Agent,dbo:Library,0
dbpedia_22150,dbo:Agent,dbo:EducationalInstitution,1
dbpedia_22150,dbo:Agent,dbo:PoliticalParty,0
dbpedia_22150,dbo:Agent,dbo:Organisation,1
dbpedia_22150,dbo:Agent,dbo:Family,0
dbpedia_22150,dbo:Agent,dbo:Agent,1
dbpedia_22150,dbo:Agent,dbo:Location,0
dbpedia_21695,dbo:Agent,dbo:OfficeHolder,1
dbpedia_21695,dbo:Agent,dbo:Architect,0
dbpedia_21695,dbo:Agent,dbo:Person,1
dbpedia_21695,dbo:Agent,dbo:Family,0
dbpedia_21695,dbo:Agent,dbo:Agent,1
dbpedia_21695,dbo:Agent,dbo:Holiday,0
dbpedia_2280,dbo:Disease,dbo:Disease,1
dbpedia_2280,dbo:Disease,dbo:ChemicalSubstance,0
dbpedia_14216,dbo:Agent,dbo:Person,1
dbpedia_14216,dbo:Agent,dbo:Family,0
dbpedia_14216,dbo:Agent,dbo:Agent,1
dbpedia_14216,dbo:Agent,dbo:BaseballTeam,0
dbpedia_656,dbo:Award,dbo:Award,1
dbpedia_656,dbo:Award,dbo:MusicalArtist,0
dbpedia_18780,dbo:Agent,dbo:Company,1
dbpedia_18780,dbo:Agent,dbo:PoliticalParty,0
dbpedia_18780,dbo:Agent,dbo:Organisation,1
dbpedia_18780,dbo:Agent,dbo:Family,0
dbpedia_18780,dbo:Agent,dbo:Agent,1
dbpedia_18780,dbo:Agent,dbo:UnitOfWork,0
dbpedia_22885,dbo:Agent,dbo:MilitaryUnit,1
dbpedia_22885,dbo:Agent,dbo:PoliticalParty,0
dbpedia_22885,dbo:Agent,dbo:Organisation,1
dbpedia_22885,dbo:Agent,dbo:Family,0
dbpedia_22885,dbo:Agent,dbo:Agent,1
dbpedia_22885,dbo:Agent,dbo:Work,0
dbpedia_162,dbo:Location,dbo:River,1
dbpedia_162,dbo:Location,dbo:River,0
dbpedia_162,dbo:Location,dbo:Stream,1
dbpedia_162,dbo:Location,dbo:Lake,0
dbpedia_162,dbo:Location,dbo:BodyOfWater,1
dbpedia_162,dbo:Location,dbo:Crater,0
dbpedia_162,dbo:Location,dbo:NaturalPlace,1
dbpedia_162,dbo:Location,dbo:SkiResort,0
dbpedia_162,dbo:Location,dbo:Place,1
dbpedia_162,dbo:Location,dbo:CelestialBody,0
dbpedia_162,dbo:Location,dbo:Location,1
dbpedia_162,dbo:Location,dbo:Country,0
dbpedia_17948,dbo:Agent,dbo:Person,1
dbpedia_17948,dbo:Agent,dbo:Family,0
dbpedia_17948,dbo:Agent,dbo:Agent,1
dbpedia_17948,dbo:Agent,dbo:Country,0
dbpedia_833,dbo:Disease,dbo:Disease,1
dbpedia_833,dbo:Disease,dbo:Award,0
dbpedia_1874,dbo:Agent,dbo:Organisation,1
dbpedia_1874,dbo:Agent,dbo:Family,0
dbpedia_1874,dbo:Agent,dbo:Agent,1
dbpedia_1874,dbo:Agent,dbo:Activity,0
dbpedia_22183,dbo:Location,dbo:Settlement,1
dbpedia_22183,dbo:Location,dbo:Department,0
dbpedia_22183,dbo:Location,dbo:Country,1
dbpedia_22183,dbo:Location,dbo:Street,0
dbpedia_22183,dbo:Location,dbo:PopulatedPlace,1
dbpedia_22183,dbo:Location,dbo:SkiResort,0
dbpedia_22183,dbo:Location,dbo:Place,1
dbpedia_22183,dbo:Location,dbo:CelestialBody,0
dbpedia_22183,dbo:Location,dbo:Location,1
dbpedia_22183,dbo:Location,dbo:Event,0
dbpedia_18234,dbo:Agent,dbo:Company,1
dbpedia_18234,dbo:Agent,dbo:PoliticalParty,0
dbpedia_18234,dbo:Agent,dbo:Organisation,1
dbpedia_18234,dbo:Agent,dbo:Family,0
dbpedia_18234,dbo:Agent,dbo:Agent,1
dbpedia_18234,dbo:Agent,dbo:Species,0
dbpedia_2654,dbo:Event,dbo:Election,1
dbpedia_2654,dbo:Event,dbo:Election,0
dbpedia_2654,dbo:Event,dbo:SocietalEvent,1
dbpedia_2654,dbo:Event,dbo:SocietalEvent,0
dbpedia_2654,dbo:Event,dbo:Event,1
dbpedia_2654,dbo:Event,dbo:OfficeHolder,0
dbpedia_1284,dbo:Agent,dbo:Organisation,1
dbpedia_1284,dbo:Agent,dbo:Family,0
dbpedia_1284,dbo:Agent,dbo:Agent,1
dbpedia_1284,dbo:Agent,dbo:River,0
dbpedia_18313,dbo:Agent,dbo:Company,1
dbpedia_18313,dbo:Agent,dbo:PoliticalParty,0
dbpedia_18313,dbo:Agent,dbo:Organisation,1
dbpedia_18313,dbo:Agent,dbo:Family,0
dbpedia_18313,dbo:Agent,dbo:Agent,1
dbpedia_18313,dbo:Agent,dbo:Food,0
dbpedia_19698,dbo:Agent,dbo:Writer,1
dbpedia_19698,dbo:Agent,dbo:Host,0
dbpedia_19698,dbo:Agent,dbo:Person,1
dbpedia_19698,dbo:Agent,dbo:Family,0
dbpedia_19698,dbo:Agent,dbo:Agent,1
dbpedia_19698,dbo:Agent,dbo:HorseRace,0
dbpedia_7637,dbo:Location,dbo:Mountain,1
dbpedia_7637,dbo:Location,dbo:Crater,0
dbpedia_7637,dbo:Location,dbo:NaturalPlace,1
dbpedia_7637,dbo:Location,dbo:SkiResort,0
dbpedia_7637,dbo:Location,dbo:Place,1
dbpedia_7637,dbo:Location,dbo:CelestialBody,0
dbpedia_7637,dbo:Location,dbo:Location,1
dbpedia_7637,dbo:Location,dbo:Work,0
dbpedia_132,dbo:Agent,dbo:Person,1
dbpedia_132,dbo:Agent,dbo:Family,0
dbpedia_132,dbo:Agent,dbo:Agent,1
dbpedia_132,dbo:Agent,dbo:PoliticalParty,0
dbpedia_20052,dbo:Agent,dbo:RecordLabel,1
dbpedia_20052,dbo:Agent,dbo:RecordLabel,0
dbpedia_20052,dbo:Agent,dbo:Company,1
dbpedia_20052,dbo:Agent,dbo:PoliticalParty,0
dbpedia_20052,dbo:Agent,dbo:Organisation,1
dbpedia_20052,dbo:Agent,dbo:Family,0
dbpedia_20052,dbo:Agent,dbo:Agent,1
dbpedia_20052,dbo:Agent,dbo:CollegeCoach,0
dbpedia_18517,dbo:Agent,dbo:Company,1
dbpedia_18517,dbo:Agent,dbo:PoliticalParty,0
dbpedia_18517,dbo:Agent,dbo:Organisation,1
dbpedia_18517,dbo:Agent,dbo:Family,0
dbpedia_18517,dbo:Agent,dbo:Agent,1
dbpedia_18517,dbo:Agent,dbo:Award,0
dbpedia_16369,dbo:Work,dbo:Film,1
dbpedia_16369,dbo:Work,dbo:Website,0
dbpedia_16369,dbo:Work,dbo:Work,1
dbpedia_16369,dbo:Work,dbo:University,0
dbpedia_3254,dbo:Agent,dbo:Person,1
dbpedia_3254,dbo:Agent,dbo:Family,0
dbpedia_3254,dbo:Agent,dbo:Agent,1
dbpedia_3254,dbo:Agent,dbo:City,0
dbpedia_8292,dbo:Agent,dbo:Person,1
dbpedia_8292,dbo:Agent,dbo:Family,0
dbpedia_8292,dbo:Agent,dbo:Agent,1
dbpedia_8292,dbo:Agent,dbo:Event,0
dbpedia_14438,dbo:Agent,dbo:Person,1
dbpedia_14438,dbo:Agent,dbo:Family,0
dbpedia_14438,dbo:Agent,dbo:Agent,1
dbpedia_14438,dbo:Agent,dbo:Disease,0
dbpedia_3912,dbo:Event,dbo:Contest,1
dbpedia_3912,dbo:Event,dbo:Contest,0
dbpedia_3912,dbo:Event,dbo:Competition,1
dbpedia_3912,dbo:Event,dbo:Flag,0
dbpedia_3912,dbo:Event,dbo:Event,1
dbpedia_3912,dbo:Event,dbo:SoccerClub,0
dbpedia_14034,dbo:TopicalConcept,dbo:Ideology,1
dbpedia_14034,dbo:TopicalConcept,dbo:Type,0
dbpedia_14034,dbo:TopicalConcept,dbo:TopicalConcept,1
dbpedia_14034,dbo:TopicalConcept,dbo:Device,0
dbpedia_6114,dbo:Agent,dbo:Person,1
dbpedia_6114,dbo:Agent,dbo:Family,0
dbpedia_6114,dbo:Agent,dbo:Agent,1
dbpedia_6114,dbo:Agent,dbo:River,0
dbpedia_15790,dbo:Species,dbo:Animal,1
dbpedia_15790,dbo:Species,dbo:Fungus,0
dbpedia_15790,dbo:Species,dbo:Eukaryote,1
dbpedia_15790,dbo:Species,dbo:Eukaryote,0
dbpedia_15790,dbo:Species,dbo:Species,1
dbpedia_15790,dbo:Species,dbo:MedicalSpecialty,0
dbpedia_4639,dbo:Agent,dbo:Governor,1
dbpedia_4639,dbo:Agent,dbo:Mayor,0
dbpedia_4639,dbo:Agent,dbo:Politician,1
dbpedia_4639,dbo:Agent,dbo:Architect,0
dbpedia_4639,dbo:Agent,dbo:Person,1
dbpedia_4639,dbo:Agent,dbo:Family,0
dbpedia_4639,dbo:Agent,dbo:Agent,1
dbpedia_4639,dbo:Agent,dbo:Species,0
dbpedia_21611,dbo:Agent,dbo:OfficeHolder,1
dbpedia_21611,dbo:Agent,dbo:Architect,0
dbpedia_21611,dbo:Agent,dbo:Royalty,1
dbpedia_21611,dbo:Agent,dbo:TelevisionPersonality,0
dbpedia_21611,dbo:Agent,dbo:Person,1
dbpedia_21611,dbo:Agent,dbo:Family,0
dbpedia_21611,dbo:Agent,dbo:Agent,1
dbpedia_21611,dbo:Agent,dbo:Name,0
dbpedia_14105,dbo:Agent,dbo:Organisation,1
dbpedia_14105,dbo:Agent,dbo:Family,0
dbpedia_14105,dbo:Agent,dbo:Agent,1
dbpedia_14105,dbo:Agent,dbo:SoccerClub,0
dbpedia_6101,dbo:Work,dbo:Software,1
dbpedia_6101,dbo:Work,dbo:Website,0
dbpedia_6101,dbo:Work,dbo:Work,1
dbpedia_6101,dbo:Work,dbo:Event,0
dbpedia_5498,dbo:Location,dbo:Galaxy,1
dbpedia_5498,dbo:Location,dbo:Star,0
dbpedia_5498,dbo:Location,dbo:CelestialBody,1
dbpedia_5498,dbo:Location,dbo:CelestialBody,0
dbpedia_5498,dbo:Location,dbo:Place,1
dbpedia_5498,dbo:Location,dbo:AnatomicalStructure,0
dbpedia_5498,dbo:Location,dbo:Location,1
dbpedia_5498,dbo:Location,dbo:City,0
dbpedia_6387,dbo:TopicalConcept,dbo:Taxon,1
dbpedia_6387,dbo:TopicalConcept,dbo:Type,0
dbpedia_6387,dbo:TopicalConcept,dbo:TopicalConcept,1
dbpedia_6387,dbo:TopicalConcept,dbo:AnatomicalStructure,0
dbpedia_10186,dbo:TopicalConcept,dbo:MusicGenre,1
dbpedia_10186,dbo:TopicalConcept,dbo:MovieGenre,0
dbpedia_10186,dbo:TopicalConcept,dbo:Genre,1
dbpedia_10186,dbo:TopicalConcept,dbo:Type,0
dbpedia_10186,dbo:TopicalConcept,dbo:TopicalConcept,1
dbpedia_10186,dbo:TopicalConcept,dbo:Work,0
dbpedia_6769,dbo:Agent,dbo:Organisation,1
dbpedia_6769,dbo:Agent,dbo:Family,0
dbpedia_6769,dbo:Agent,dbo:Agent,1
dbpedia_6769,dbo:Agent,dbo:MountainRange,0
dbpedia_13678,dbo:Location,dbo:Castle,1
dbpedia_13678,dbo:Location,dbo:ShoppingMall,0
dbpedia_13678,dbo:Location,dbo:Building,1
dbpedia_13678,dbo:Location,dbo:Zoo,0
dbpedia_13678,dbo:Location,dbo:ArchitecturalStructure,1
dbpedia_13678,dbo:Location,dbo:SkiResort,0
dbpedia_13678,dbo:Location,dbo:Place,1
dbpedia_13678,dbo:Location,dbo:CelestialBody,0
dbpedia_13678,dbo:Location,dbo:Location,1
dbpedia_13678,dbo:Location,dbo:MountainRange,0
dbpedia_19770,dbo:Work,dbo:Book,1
dbpedia_19770,dbo:Work,dbo:Play,0
dbpedia_19770,dbo:Work,dbo:WrittenWork,1
dbpedia_19770,dbo:Work,dbo:Website,0
dbpedia_19770,dbo:Work,dbo:Work,1
dbpedia_19770,dbo:Work,dbo:UnitOfWork,0
dbpedia_4268,dbo:Work,dbo:Album,1
dbpedia_4268,dbo:Work,dbo:Song,0
dbpedia_4268,dbo:Work,dbo:MusicalWork,1
dbpedia_4268,dbo:Work,dbo:Website,0
dbpedia_4268,dbo:Work,dbo:Work,1
dbpedia_4268,dbo:Work,dbo:SoccerPlayer,0
dbpedia_15733,dbo:Location,dbo:City,1
dbpedia_15733,dbo:Location,dbo:HistoricalSettlement,0
dbpedia_15733,dbo:Location,dbo:Settlement,1
dbpedia_15733,dbo:Location,dbo:Department,0
dbpedia_15733,dbo:Location,dbo:PopulatedPlace,1
dbpedia_15733,dbo:Location,dbo:SkiResort,0
dbpedia_15733,dbo:Location,dbo:Place,1
dbpedia_15733,dbo:Location,dbo:CelestialBody,0
dbpedia_15733,dbo:Location,dbo:Location,1
dbpedia_15733,dbo:Location,dbo:Language,0
dbpedia_19503,dbo:Activity,dbo:Sport,1
dbpedia_19503,dbo:Activity,dbo:Game,0
dbpedia_19503,dbo:Activity,dbo:Activity,1
dbpedia_19503,dbo:Activity,dbo:MusicalArtist,0
dbpedia_7598,dbo:Language,dbo:ProgrammingLanguage,1
dbpedia_7598,dbo:Language,dbo:ProgrammingLanguage,0
dbpedia_7598,dbo:Language,dbo:Language,1
dbpedia_7598,dbo:Language,dbo:Flag,0
dbpedia_11891,dbo:Location,dbo:Country,1
dbpedia_11891,dbo:Location,dbo:Department,0
dbpedia_11891,dbo:Location,dbo:State,1
dbpedia_11891,dbo:Location,dbo:Street,0
dbpedia_11891,dbo:Location,dbo:PopulatedPlace,1
dbpedia_11891,dbo:Location,dbo:SkiResort,0
dbpedia_11891,dbo:Location,dbo:Place,1
dbpedia_11891,dbo:Location,dbo:CelestialBody,0
dbpedia_11891,dbo:Location,dbo:Location,1
dbpedia_11891,dbo:Location,dbo:Activity,0
dbpedia_7947,dbo:Agent,dbo:Person,1
dbpedia_7947,dbo:Agent,dbo:Family,0
dbpedia_7947,dbo:Agent,dbo:Agent,1
dbpedia_7947,dbo:Agent,dbo:MedicalSpecialty,0
dbpedia_1067,dbo:Agent,dbo:Person,1
dbpedia_1067,dbo:Agent,dbo:Family,0
dbpedia_1067,dbo:Agent,dbo:Agent,1
dbpedia_1067,dbo:Agent,dbo:Holiday,0
dbpedia_1054,dbo:Agent,dbo:University,1
dbpedia_1054,dbo:Agent,dbo:Library,0
dbpedia_1054,dbo:Agent,dbo:EducationalInstitution,1
dbpedia_1054,dbo:Agent,dbo:PoliticalParty,0
dbpedia_1054,dbo:Agent,dbo:Organisation,1
